create O O
new O O
ways O O
of O O
helping O O
each O O
other O O
achieve O O
a O O
happy B-emotion O
life O O
. O O

Absolutely B-NULL_aspect B-NULL_aspect
brilliant I-NULL_aspect I-NULL_aspect
. I-NULL_aspect O

I O O
love O O
how O O
you O O
alternate B-style B-canon
and O O
the O O
build O B-event
up O I-event
of O I-event
Achilles B-character B-character
being I-character B-event
asshole I-character I-event
and I-character I-event
dark I-character I-event
on O I-event
the O I-event
earlier O I-event
chapter O I-event
made O O
his O O
madness B-emotion B-event
towards O I-event
the O I-event
end O I-event
so O O
compelling O O
. O O
3 O B-NULL_aspect
. O O

Now O O
if O O
Patroclus B-character B-character
isn't O O
really B-emotion O
freaking I-emotion O
brave I-emotion B-character
, O O
then O O
I O O
don't O O
know O O
what O O
. O O

I've O O
got O O
to O O
the O O
point O O
where O O
I O O
want O O
Automedon B-character B-character
and I-character I-character
Patroclus I-character I-character
to O I-character
be O I-character
together O I-character
, O O
which O O
has O O
never O O
happened O O
before O O
, O O
because O O
they're O O
so O O
cute O O
and O O
in B-emotion B-emotion
love I-emotion I-emotion
and O O
forbidden B-event B-emotion
love I-event I-emotion
is O O
my O O
weakness O O
omg O B-NULL_aspect
! O O

Ah O O
I O O
love O O
this O O
story B-general B-general
already O O
even O O
if O O
they O O
ve O O
just O O
met O O
! O O

Oh B-NULL_aspect B-NULL_aspect
my I-NULL_aspect I-NULL_aspect
goodness I-NULL_aspect I-NULL_aspect
! O O

Fascinating O O
fic B-general B-general
. O O

Holy B-NULL_aspect B-NULL_aspect
shit I-NULL_aspect I-NULL_aspect
this O O
was O O
written O O
nearly O O
a O O
decade O O
ago O O
, O O
so O O
idk O O
if O O
you O O
ll O O
ever O O
see O O
this O O
comment O O
. O O

What O B-event
is O I-event
divine O I-event
within O O
Achilles B-character B-character
recognises O B-event
what O I-event
is O I-event
divine O I-event
in O I-event
Troilus B-character B-character
, O O
and O O
he O O
wonders O O
. O O

Thank O O
you O O
again O O

Ok O O
but O O
this B-general B-general
HURTS B-reading B-reading
! O O
! O O

I O O
love O O
your O O
take B-canon B-canon
on I-canon I-canon
Olympos B-event B-character
, B-canon O
and I-canon O
Zeus B-character B-character
and B-canon I-character
Ganymede B-character I-character
especially O O
. O O

the O O
myth B-canon B-canon
of I-canon I-canon
Eros I-canon I-canon
and I-canon I-canon
Psyche I-canon I-canon
is O O
so O O
underrated O O
and O O
I'm O O
so B-reading O
happy I-reading O
you O O
chose O O
it O O

This B-general B-general
was O O
great O O
. O O

Wiping O O
this O O
weird O O
and O O
immortal O O
version O O
of O O
nosebleed O O
away O O
, O O
Ganymede B-character O
walked O O
back O O
to O O
where O O
Zeus B-character B-character
lay O O
, O O
and O O
even O O
did O O
it O O
in O O
a O O
straight O O
line O O
. O O

So B-NULL_aspect B-NULL_aspect
sweet I-NULL_aspect I-NULL_aspect
, I-NULL_aspect I-NULL_aspect
so I-NULL_aspect I-NULL_aspect
tender I-NULL_aspect I-NULL_aspect
, I-NULL_aspect O
and I-NULL_aspect O
so I-NULL_aspect B-NULL_aspect
wonderful I-NULL_aspect I-NULL_aspect
. O O
Thank O O
you O O
for O O
these O O
amazing O O
words B-style B-style
, O O
especially O O
the O O
last O B-style
line O I-style
Why O O
? O O

bookmarks B-NULL_aspect O
I O O
was O O
, O O
admittedly O O
, O O
a O O
little O O
skeptical O O
about O O
the O O
idea O B-event
of O I-event
the O I-event
Starks O B-event
, O I-event
Tyrells O I-event
, O O
etc O B-event
. O I-event
are O I-event
Greek O I-event
gods O I-event
concept O O
it's O O
very B-event O
high I-event O
concept I-event O
, O O
and O O
I'm O O
not B-reading O
sure I-reading O
it I-reading O
100 I-reading O
worked I-reading O
for I-reading O
me I-reading O
. O O

was O O
wonderfully O O
sinister O O
, O O
and O O
the O O
explanation B-canon B-event
of I-canon I-event
why I-canon I-event
Hades I-canon B-character
became I-canon B-event
its I-canon I-event
ruler I-canon I-event
makes O O
a O O
lot O O
more O O
sense O O
than O O
that O O
that O O
says O O
he O O
was O O
cheated O O
by O O
his O O
brothers O O
. O O

shit O B-NULL_aspect
dude O I-NULL_aspect
i O O
was O O
reading O O
fics O O
about O O
this O O
myths O O
for O O
jokes O O
and O O
rating O O
them O O
to O O
my O O
friends O O
but O O
i O O
got O O
so O O
intrigued O O
reading O B-reading
this O O
one O O
its O O
so O O
good O O
. O O
your O O
choice B-style B-style
of I-style I-style
words I-style I-style
? O O
? O O

This O O
is O O
THE O O
best O O
Persephone B-general B-character
Hades I-general I-character
fanfic I-general B-general
I O O
have O O
ever O B-reading
read O I-reading
, O O
and O O
I O O
include O O
published O B-canon
books O I-canon
in O O
that O O
assessment O O
. O O

I O O
love O O
how O O
you O O
hint O B-style
how O O
he's B-character B-character
obviously I-character I-character
taken I-character I-character
with I-character I-character
her I-character I-character
from I-character O
the I-character O
very I-character O
first I-character O
moment I-character O
HIS O O
CHOKING O O
on O O
HIS O O
TIE O O
is O O
about O O
my O O
favorite O O
detail B-event B-style
, O O
as O O
well O O
as O O
her O O
noticing O O
how O O
done O O
up O O
tighT O O
it O O
was O O
and O O
I O O
love O O
you O O
making B-character O
him I-character O
Irish I-character O
a O O
nation O O
dealt O O
a O O
bad O O
hand O O
as O O
he O O
was O O
often O O
, O O
and O O
rainy O O
and O O
overcast O O
as O O
the O O
underworld O O
so O O
often O O
is O O
portrayed O O
to O O
be O O
! O O

As O O
sad O B-reading
as O O
so B-general O
much I-general B-general
of I-general I-general
this I-general I-general
was O O
, O O
I O O
loved O O
Angrboða B-event B-event
making I-event I-event
a I-event I-event
place I-event I-event
for I-event I-event
her I-event I-event
grandsons I-event I-event
, O O
Jörmungandr B-event B-event
knowing I-event I-event
when I-event I-event
to I-event I-event
let I-event I-event
go I-event I-event
, O O
and O B-event
his O I-event
family B-character I-event
. O O

Liked O O
Pyrrhus B-event B-event
punishment I-event I-event
, O O
if O O
I O O
remember O O
correctly O O
he O O
did O O
die O O
as O O
a O O
result O O
of O O
angering O O
the O O
gods O O
. O O

Well O O
I O O
guess O O
technically O O
the O O
plot B-event B-event
emerges O O
! O O

this O O
fic B-general B-general
had O O
me O O
giggling B-reading B-reading
but O I-reading
also O I-reading
screaming B-reading I-reading
and I-reading I-reading
crying I-reading I-reading
. O O
also O O
patroclus B-event B-event
begging I-event I-event
achilles I-event B-character
for I-event B-event
a I-event I-event
dog I-event I-event
is O O
the O O
most O O
adorable O O
thing O O
ever O O
? O O
? O O
? O O
? O O

This O O
has O O
some O O
killer O O
sex B-event B-event
scenes I-event I-event
in O O
it O O
. O O

Aphrodite O B-character
apologizing O I-character
and O I-character
Hera O B-character
helping O I-character
Aphrodite O I-character
grieve B-character I-character
. O O

The O O
ending B-event B-event
of I-event O
the I-event O
story I-event O
still O O
makes B-reading B-reading
me I-reading I-reading
emotional I-reading I-reading
, O O
despite O O
how O O
many O O
times O O
I've O O
read O O
it O O
, O O
and O O
I O O
think O O
that's O O
a O O
testament O O
to O O
the O O
quality O O
of O O
your O O
writing B-style B-style
, O O
as O O
well O O
as O O
to O O
how O O
attached O O
I've O O
grown O O
to O O
your O O
versions B-character B-canon
of I-character I-canon
Patroclus I-character B-character
and I-character I-character
Achilles I-character I-character
. O O

This B-general B-general
was O O
so O O
dark O O
and O O
beautiful O O
! O O

YES O O
Big B-character B-character
brother I-character I-character
Patroclus I-character I-character
taking I-character B-character
care I-character I-character
of I-character I-character
little I-character I-character
Briseis I-character B-character
and I-character I-character
other I-character I-character
small I-character I-character
human I-character I-character
I O O
like O O
it O O
. O O

ahh O B-NULL_aspect
, O O
I O O
love O O
all B-style B-style
the I-style I-style
details I-style I-style
! O O

Wonderful B-NULL_aspect B-NULL_aspect
as O O
always O O
! O O
! O O

She O O
really O O
should O O
have O O
told O O
him O O
earlier O O
although O O
I O O
don't O O
blame O O
her O O
one O O
bit O O
for O O
NOT O O
telling O O
him O O
; O O
that O O
could O O
have O O
ended O O
badly O O
for O O
everyone O O
. O O
I O O
kind O O
of O O
love O O
Artemis's B-character B-style
style I-character I-style
. I-character O
. I-character O
. I-character O
And I-character O
Aphrodite's I-character B-style
. I-character O
. I-character O
. I-character O
And I-character O
Athena's I-character B-character
. I-character O
. I-character O
. I-character O
Maybe O O
it's O O
just O O
people O O
who O O
have O O
names O O
that O O
start O O
with O O
As O O
or O O
who O O
are O O
sleeping O O
with O O
angels O O
whose B-character O
style I-character B-style
i O O
Like O O
. O O

It's O O
always O O
so O O
entertaining O O
to O B-reading
read B-reading I-reading
about O O
these B-character O
two I-character O
, O O
there's O O
not O O
many O O
fics B-general O
about O O
them O O
and O O
they O O
have O O
such O O
a O O
complex O O
and O O
toxic O O
relationship B-character B-character
! O O

It's O O
never O O
her O O
he O O
wants O O
to O O
hurt B-emotion O
but O O
she O B-character
always O O
bears O O
the O O
brunt O O
of O O
it O O
, O O
all O O
the O O
same O O
. O O

The B-canon O
Iliad I-canon B-general
fanfiction I-canon I-general
? O O

Translation O O
He O O
staggered O O
and O B-character
swayed O I-character
worse O O
than O O
Dionysos B-character B-character
on O O
his O O
wildest O O
revelries O O
. O O

I O O
really O O
enjoy O O
seeing O O
all B-event B-event
the I-event I-event
different I-event I-event
layers I-event I-event
and I-event I-event
complications I-event I-event
you I-event O
have I-event O
introduced I-event O
in I-event O
this I-event O
AU I-event O
, O O
they O O
are O O
fascinating O O
to O B-reading
contemplate O I-reading
. O O

There O O
are O O
no O O
words O O
for O O
how O O
much O O
I O O
adore O O
this B-general B-general
. O O

Then O O
you B-reading O
had I-reading O
me I-reading O
lol I-reading B-reading
ing I-reading I-reading
at O O
the O O
flash O B-general
bits O I-general
. O O

Just O O
to O O
show O O
that O O
just O O
like O O
how O O
Achilles B-character B-event
decides O I-event
to O I-event
throw O I-event
away O I-event
his O I-event
life O I-event
, O I-event
honor O I-event
and O I-event
humanity O I-event
to O I-event
avenge O I-event
Pat B-character B-character
and O O
then O B-event
some O O
more O O
in O O
the O O
underworld O B-event
in O O
your O O
last O O
fic O O
Pat B-character O
will O O
sacrifice O O
his O O
own O O
humanity O O
literally O O
to O O
save O O
the O O
man O O
he O O
loves B-emotion O
. O O
Ngl O O
, O O
I O O
wish O O
I O O
had O O
someone O O
that O O
would O O
treat O O
me O O
like O O
Achilles B-character B-character
and O I-character
Pat B-character B-character
treat O O
each O O
otherI O O
cant O O
wait O O
for O O
the O O
next O O
chapter O O
, O O
this B-general B-general
is O O
fantastic O O

oh B-NULL_aspect B-NULL_aspect
my I-NULL_aspect I-NULL_aspect
gosh I-NULL_aspect I-NULL_aspect
, O O
i O O
love O O
this B-general B-general
. O O
i O O
love O O
that O O
persephone B-event B-event
likes I-event I-event
tartarus I-event I-event
. O O
i O O
love O O
that O O
she B-event B-event
chooses I-event I-event
the I-event I-event
seeds I-event I-event
. O O
i O O
love O O
how O O
respectful B-character B-event
hades I-character B-character
is I-character I-character
of I-character I-character
her I-character I-character
. O O
i O O
love O O
this B-general B-general
. O O

Your O O
writing B-style B-style
is O O
gorgeous O O
btw O O
. O O

I O O
AM O O
WEAK O O
TO O O
TEASING B-character B-style
AND I-character I-style
PINING I-character I-style
. O O

I O O
sobbed B-reading B-reading
effing I-reading I-reading
buckets I-reading I-reading
. O O

Ah B-NULL_aspect B-NULL_aspect
ha I-NULL_aspect I-NULL_aspect
! O O

This B-general B-general
is O O
beautiful O O
. O O
I O O
love O O
all O O
your O O
allusions B-canon B-canon
to I-canon I-canon
Greek I-canon I-canon
mythology I-canon I-canon
and O O
the O O
way O B-style
your O I-style
words B-style I-style
fit O I-style
in O O
a O O
breathtaking O O
, O O
lyrical O B-style
way O I-style
. O O

I O O
am O O
so O B-NULL_aspect
glad B-NULL_aspect I-NULL_aspect
I O O
found O O
it B-general O
. O O

If O O
I O O
could O O
leave O O
kudos B-NULL_aspect B-NULL_aspect
more O O
than O O
once O O
, O O
I O O
would O O
. O O

Such O O
an O O
amazing O O
plot B-event B-event
twist I-event I-event
! O O
! O O
! O O

OHHH B-NULL_aspect B-NULL_aspect
my I-NULL_aspect I-NULL_aspect
gosh I-NULL_aspect I-NULL_aspect
oh I-NULL_aspect I-NULL_aspect
my I-NULL_aspect I-NULL_aspect
gosh I-NULL_aspect I-NULL_aspect
. O O
this B-general B-general
is O O
so O O
azing O O
and O O
beautiful O O
and O O
well O O
written B-style B-style
. O O
the O O
characterization B-character B-character
, O O
the O O
whole B-canon B-canon
modern I-canon I-canon
retelling I-canon I-canon
of O I-canon
it O I-canon
, O O
everything B-general O
. O O
wowow B-NULL_aspect B-NULL_aspect

I O O
just O O
would O O
love B-NULL_aspect B-NULL_aspect
to O O
make O O
this O B-general
fic O B-general
available O O
for O O
more O O
people O O
, O O
everyone O O
should O O
read O O
this O O

Omg B-NULL_aspect B-NULL_aspect
I O O
love O O
that O O
izuku B-event B-event
is I-event I-event
using I-event B-character
his I-event I-character
powers I-event I-character
to I-event I-character
help I-event I-character
shouto B-character I-character
remember B-event B-event
certain I-event I-event
things I-event I-event
from I-event O
his I-event O
fight I-event O
. O O

That O O
being O O
said O O
, O O
I O O
would O O
love B-NULL_aspect O
to O O
have O O
Persephone B-character B-character
take O I-character
care O I-character
of O I-character
me O I-character
next O O
time O O
I O O
m O O
sick O O
. O O

Oh O B-NULL_aspect
yes O I-NULL_aspect
, O O
what O O
a O O
skillful B-style O
job I-style B-style
of I-style O
portraying I-style B-style
the O O
essence B-character B-character
of I-character I-character
both I-character I-character
characters I-character I-character
, O O
and O O
so O O
much O O
of O O
their O O
milieu B-event O
, O O
in O O
just O B-style
a O I-style
few O I-style
hundred O I-style
words O I-style
! O O

I O O
m O O
absolutely O B-reading
blown O I-reading
away O I-reading
from O O
this O O
retelling B-canon B-canon
. O O

A O O
happy O B-event
place O I-event
, O O
where O O
everything B-general B-general
was O O
wonderful O O
. O O

Oh O B-NULL_aspect
, O O
my O B-NULL_aspect
, O O
the O O
quick B-character O
footed I-character O
track I-character O
boys I-character O
with I-character O
long I-character O
blond I-character O
hair I-character O
. O O
. O O
. O O
yep O O
, O O
I O O
wonder O O
why O O
he's O O
been O O
attracted O O
to O O
them O O
! O O

I O O
love O O
how O O
the B-canon B-canon
myth I-canon I-canon
and I-canon I-canon
the I-canon I-canon
story I-canon I-canon
were I-canon I-canon
told I-canon I-canon
side I-canon I-canon
by I-canon I-canon
side I-canon I-canon
skdjahskdjhsd B-NULL_aspect B-NULL_aspect
. O O

This O O
myth B-canon B-canon
single O O
handedly O O
got O O
me O O
back O O
into O O
the O O
Greek B-canon B-canon
mythos I-canon I-canon
. O O
I O O
love O O
this B-general O
fic I-general B-general
so O O
so O O
so O O
so O O
so O O
much O O
. O O

So B-NULL_aspect B-NULL_aspect
beautiful I-NULL_aspect I-NULL_aspect
n O O
so B-NULL_aspect B-reading
much I-NULL_aspect I-reading
hope I-NULL_aspect I-reading
. O O
. O O
. O O

I O O
am O O
crying B-reading B-reading
This B-general B-general
was O O
so O O
incredibly O O
cute O O
and O O
funny O O
and O O
hot O O
and O O
just O O
all O O
things O O
good O O
and O O
wonderful O O
. O O

That O O
s O O
our O O
sacrifice O O
ouch B-reading B-NULL_aspect
you're I-reading O
really I-reading O
gonna I-reading O
hurt I-reading O
me I-reading O
aren't I-reading O
ya I-reading O
? O O

What O O
a O O
good O O
place B-event B-event
to O O
use O O
it O O
too O O
, O O
as O O
though O O
he O O
doesn't O O
want O O
their O O
time O O
together O O
to O O
end O O
Thank O O
you O O
for O O
sharing O O
your O O
beautiful O O
story B-general B-general
with O O
us O O

So O O
much O B-reading
more O B-NULL_aspect
amusing B-NULL_aspect I-NULL_aspect
! O O

Love O O
this O O
chapter B-general B-general
and O O
I O O
love O O
your O O
dialogue B-style B-style
and O O
I O O
love O O
how O O
Patroclus B-event B-event
is I-event I-event
constantly I-event I-event
learning I-event I-event
and I-event I-event
absorbing I-event I-event
the I-event I-event
world I-event I-event
around I-event I-event
him I-event I-event
. O O

You O O
said O O
your O O
inspiration O O
is O O
WW O B-canon
but O O
this O O
is O O
such O O
a O O
bright O O
, O O
fresh O B-canon
take B-canon I-canon
on I-canon I-canon
the I-canon O
fantasy I-canon B-canon
vaguely I-canon I-canon
Greek I-canon I-canon
universe I-canon I-canon
. O O

This B-general B-general
is O O
SO O O
AWESOME O O
. O O

I've O O
always O O
wanted O O
to O O
believe O O
some O O
other O O
version O O
of O O
their O O
relationship's O O
beginning O O
, O O
and O O
I O O
just O O
adore O O
the O O
way B-style B-style
you've I-style I-style
written I-style I-style
it O O
here O O
, O O
it B-event O
develops I-event O
very O O
naturally O O
. O O

The O O
moment O O
I O O
read O O
the O O
story O O
when O O
Dionysus O B-character
and O I-character
Ariadne O I-character
fell O I-character
in O I-character
love O B-emotion
with O B-character
each O I-character
other O I-character
in O B-canon
Percy O I-canon
Jackson O I-canon
, O O
and O O
the O O
sole O O
reason O O
he B-character O
hates O O
demigods O O
, O O
I O O
knew O O
he'd O O
be O O
one O O
of O O
my O O
favorite O O
. O O

Hilarious O O
little B-event B-event
moments I-event I-event
in O O
poor O O
Heph's O O
forge O O
the O O
hammer O O
and O O
the O O
tongs O O
. O O
. O O
. O O
that O O
moment O B-event
really O O
felt O O
like O O
bits O O
of O O
the O O
game O O
. O O

Medea B-character B-character
is O O
a O O
very O O
complicated O O
, O O
complex O O
character B-character O
and O O
you O O
portrayed B-style B-style
her O O
so O O
beautifully O O
. O O

I O O
love O O
this O B-general
, O O
the O O
totality B-character B-canon
of I-character I-canon
Zeus' I-character I-canon
claim I-character I-canon
on I-character I-canon
Ganymede I-character I-canon
, O O
how O O
utterly O O
he O O
owns O O
him O O
. O O

Everything B-general B-general
about I-general I-general
this I-general I-general
story I-general I-general
is O O
what O O
I O O
want O O
for O O
them O O
. O O

This B-general B-general
is O O
glorious O O
, O O
rich O O
with O O
the O O
symbolism B-canon B-style
of I-canon B-canon
true I-canon B-canon
myth I-canon I-canon
. O O

Love O O
the O O
way O O
his B-character B-character
darker I-character I-character
streak I-character I-character
came O I-character
through O I-character
even O O
with O O
his O O
kindness B-character O
towards O O
Harry O B-character
. O O

They're O O
much O O
much O O
better O O
. O O
I O O
loved O O
how O O
you O O
wrote B-style B-style
the O O
children B-character B-character
, O O
all O O
similar O O
to O O
each O O
other O O
and O O
their O O
parents O O
, O O
yet O O
so O O
different O O
and O O
adorable O O
. O O

Wandering O O
around O O
the O O
OUaT O O
fandom B-general O
, O O
I O O
stumbled O O
here O O
from O O
one O O
of O O
your O O
Rumbelle B-character B-character
stories O B-general
. O O
. O O
. O O
you're O O
one O O
of O O
my O O
favorite O O
writers B-general O
by O O
the O O
by O O
, O O
and O O
I O O
was O O
excited O B-reading
to O O
see O O
this B-general O
, O O
Hades B-character B-character
Persephone I-character I-character
had O B-character
always O I-character
been O I-character
my O I-character
ship O O
before O O
I O O
ever O O
knew O O
there O O
was O O
such O O
a O O
thing O O
as O O
shipping O O
. O O

The O O
story B-general B-general
is O O
so O O
sweet O O
and O O
the O O
art O B-general
is O O
beautiful B-NULL_aspect O
! O O

I O O
m O O
fucking O O
addicted O O
to O O
this O O
story B-general B-general
. O O

AAAAAAAAA B-NULL_aspect B-NULL_aspect
thank O O
you O O
for O O
writing O O
this O O
! O O
! O O
! O O

This B-general B-general
is O O
really O O
a O O
gem O O
. O O

And O O
, O O
ha O O
again O O
, O O
the O O
3 B-event B-event
, I-event I-event
000 I-event I-event
year I-event I-event
old I-event I-event
sandals I-event I-event
! O O

Darkness B-event B-event
tendril I-event I-event
play I-event I-event
, O O
that O O
is O O
just O O
wonderful O O
. O O

I O O
kind O O
of O O
wish O O
Persephone O B-character
had O I-character
stayed O I-character
, O O
but O O
this O O
seems O O
very O O
in O O
keeping O O
with O O
how B-canon O
we I-canon O
see I-canon O
her I-canon B-canon
portrayed I-canon B-canon
in I-canon O
the I-canon O
musical I-canon O
. I-canon O

For O O
some O O
reason O O
, O O
it O O
felt B-reading O
awkward O O
and O O
I O O
told O O
myself O O
''not O O
everyone O O
is O O
in O O
love O O
with O O
Patroclus O B-character
you O O
idiot'' O O
I O O
have O O
a O O
thing O O
to O O
make O O
my O O
favorite O O
characters B-character B-character
the O O
main O B-character
characters B-character I-character
and O O
make O O
